customer_id,age,gender,location,subscription_status
CUST100105,51,Female,Pune,Yes
CUST100107,45,Male,Mumbai,No
CUST100108,37,Female,Jaipur,No
CUST100109,47,Male,Bangalore,No
CUST100111,50,Male,Kolkata,Yes
CUST100112,41,Female,Chennai,No
CUST100113,37,Female,Patna,No
CUST100114,39,Male,Hyderabad,Yes
CUST100115,41,Female,Indore,No
CUST100116,19,Male,Noida,No
CUST100117,23,Female,Jaipur,No
CUST100118,28,Female,Patna,No
CUST100119,22,Female,Chennai,No
CUST100122,45,Female,Hyderabad,No
CUST100123,37,Female,Nagpur,Yes
CUST100125,41,Male,Hyderabad,No
CUST100128,42,Male,Chandigarh,No
CUST100129,44,Male,Hyderabad,No
CUST100130,41,Female,Noida,No
CUST100131,41,Male,Pune,No
CUST100133,41,Male,Bangalore,No
CUST100134,51,Female,Ahmedabad,Yes
CUST100136,43,Female,Chennai,No
CUST100137,19,Male,Chandigarh,Yes
CUST100138,32,Female,Ahmedabad,No
CUST100139,36,Female,Bangalore,No
CUST100140,59,Male,Nagpur,Yes
CUST100141,27,Male,Delhi,Yes
CUST100142,29,Male,Pune,Yes
CUST100144,59,Female,Kolkata,No
CUST100145,53,Female,Gurgaon,No
CUST100148,52,Male,Ahmedabad,No
CUST100150,53,Female,Bangalore,No
CUST100151,29,Male,Chandigarh,No
CUST100152,56,Female,Bangalore,No
CUST100154,36,Male,Bangalore,No
CUST100155,45,Female,Bangalore,No
CUST100157,41,Female,Bangalore,Yes
CUST100158,39,Female,Chennai,Yes
CUST100159,50,Female,Lucknow,No
CUST100160,59,Male,Mumbai,No
CUST100161,45,Male,Mumbai,No
CUST100162,35,Male,Kolkata,Yes
CUST100163,35,Male,Bangalore,Yes
CUST100164,35,Male,Bangalore,No
CUST100165,52,Male,Delhi,No
CUST100166,31,Female,Chennai,No
CUST100167,25,Male,Hyderabad,No
CUST100168,32,Male,Delhi,Yes
CUST100169,18,Female,Pune,No
CUST100170,22,Female,Pune,No
CUST100172,50,Female,Hyderabad,No
CUST100173,48,Female,Nagpur,No
CUST100174,47,Female,Pune,Yes
CUST100175,37,Female,Chennai,No
CUST100176,48,Female,Kolkata,No
CUST100177,24,Male,Bangalore,No
CUST100178,55,Male,Indore,No
CUST100179,39,Male,Kochi,No
CUST100180,57,Male,Kochi,Yes
CUST100181,24,Female,Bangalore,No
CUST100182,38,Male,Hyderabad,No
CUST100183,47,Male,Mumbai,Yes
CUST100184,38,Male,Hyderabad,No
CUST100185,36,Female,Hyderabad,No
CUST100186,24,Male,Ahmedabad,No
CUST100188,28,Female,Patna,No
CUST100193,33,Female,Hyderabad,No
CUST100194,58,Female,Pune,No
CUST100195,21,Male,Bangalore,No
CUST100196,32,Female,Mumbai,No
CUST100198,32,Female,Hyderabad,No
CUST100199,58,Female,Pune,Yes
CUST100200,33,Female,Bangalore,Yes
CUST100201,56,Female,Jaipur,No
CUST100202,38,Male,Noida,Yes
CUST100203,47,Female,Mumbai,No
CUST100207,58,Male,Ahmedabad,No
CUST100208,29,Male,Lucknow,No
CUST100210,28,Male,Bangalore,No
CUST100211,48,Male,Kolkata,No
CUST100212,51,Female,Bangalore,No
CUST100213,36,Male,Chandigarh,No
CUST100214,48,Female,Bangalore,Yes
CUST100215,29,Female,Hyderabad,Yes
CUST100217,22,Male,Kolkata,No
CUST100218,36,Male,Pune,No
CUST100219,55,Female,Chennai,No
CUST100220,23,Female,Patna,Yes
CUST100221,37,Male,Surat,No
CUST100223,26,Female,Pune,No
CUST100225,30,Male,Pune,Yes
CUST100227,42,Male,Hyderabad,Yes
CUST100228,40,Female,Pune,No
CUST100229,25,Male,Delhi,No
CUST100230,37,Male,Delhi,Yes
CUST100231,53,Female,Surat,Yes
CUST100232,18,Male,Delhi,No
CUST100236,45,Male,Kochi,No
CUST100237,36,Male,Bangalore,No
CUST100238,30,Female,Nagpur,No
CUST100239,44,Female,Noida,No
CUST100240,23,Male,Bangalore,Yes
CUST100242,21,Male,Hyderabad,No
CUST100243,45,Female,Chennai,No
CUST100244,44,Male,Bangalore,No
CUST100245,21,Female,Visakhapatnam,Yes
CUST100247,35,Female,Surat,Yes
CUST100248,51,Male,Mumbai,No
CUST100249,19,Female,Visakhapatnam,Yes
CUST100252,25,Male,Pune,No
CUST100253,31,Female,Mumbai,No
CUST100254,45,Female,Indore,No
CUST100255,24,Female,Hyderabad,Yes
CUST100256,46,Male,Pune,No
CUST100257,22,Male,Pune,Yes
CUST100258,25,Male,Pune,No
CUST100259,42,Male,Delhi,No
CUST100261,25,Female,Mumbai,Yes
CUST100263,56,Female,Mumbai,No
CUST100264,59,Female,Patna,No
CUST100265,42,Female,Kolkata,No
CUST100267,32,Male,Hyderabad,Yes
CUST100268,43,Female,Hyderabad,No
CUST100269,42,Female,Kolkata,No
CUST100270,30,Male,Hyderabad,No
CUST100271,18,Male,Hyderabad,Yes
CUST100272,24,Female,Kolkata,No
CUST100273,58,Female,Kolkata,No
CUST100276,37,Male,Kolkata,No
CUST100277,50,Male,Mumbai,No
CUST100278,20,Female,Hyderabad,No
CUST100279,21,Female,Chandigarh,No
CUST100280,29,Male,Mumbai,No
CUST100281,38,Female,Pune,No
CUST100282,46,Male,Chennai,No
CUST100284,36,Male,Patna,Yes
CUST100285,57,Male,Chennai,Yes
CUST100286,24,Male,Gurgaon,No
CUST100287,42,Male,Chennai,No
CUST100288,40,Female,Patna,No
CUST100290,51,Male,Chennai,No
CUST100291,29,Female,Noida,No
CUST100293,31,Male,Chennai,Yes
CUST100295,39,Male,Pune,No
CUST100297,36,Male,Ahmedabad,Yes
CUST100298,29,Male,Indore,Yes
CUST100299,18,Male,Nagpur,No
CUST100300,33,Female,Pune,No
CUST100302,18,Female,Delhi,Yes
CUST100304,40,Female,Indore,No
CUST100306,30,Male,Mumbai,No
CUST100308,31,Female,Kolkata,No
CUST100309,22,Female,Surat,No
CUST100311,46,Male,Pune,Yes
CUST100312,22,Female,Noida,Yes
CUST100313,29,Female,Patna,Yes
CUST100315,45,Male,Patna,No
CUST100317,48,Female,Noida,No
CUST100319,50,Female,Kolkata,No
CUST100320,31,Male,Pune,Yes
CUST100321,22,Male,Hyderabad,No
CUST100322,43,Male,Chennai,Yes
CUST100323,56,Male,Pune,No
CUST100324,58,Male,Pune,No
CUST100325,27,Male,Delhi,Yes
CUST100326,27,Male,Chennai,No
CUST100329,41,Male,Visakhapatnam,No
CUST100330,40,Female,Hyderabad,Yes
CUST100331,33,Female,Mumbai,No
CUST100334,37,Female,Nagpur,Yes
CUST100335,51,Male,Kolkata,No
CUST100336,58,Male,Delhi,No
CUST100337,31,Female,Delhi,Yes
CUST100338,26,Male,Bangalore,No
CUST100339,58,Male,Surat,No
CUST100340,44,Male,Pune,Yes
CUST100341,30,Male,Pune,No
CUST100342,44,Male,Hyderabad,No
CUST100344,56,Female,Hyderabad,No
CUST100346,59,Male,Kochi,No
CUST100347,57,Female,Kolkata,Yes
CUST100348,25,Male,Kochi,Yes
CUST100349,24,Female,Hyderabad,Yes
CUST100350,40,Female,Ahmedabad,No
CUST100351,19,Male,Delhi,No
CUST100353,36,Female,Bangalore,Yes
CUST100354,58,Female,Delhi,No
CUST100355,59,Female,Delhi,No
CUST100357,55,Male,Pune,Yes
CUST100359,49,Female,Hyderabad,Yes
CUST100360,53,Female,Visakhapatnam,Yes
CUST100361,55,Male,Patna,No
CUST100362,27,Female,Mumbai,No
CUST100364,22,Female,Ahmedabad,No
CUST100365,39,Male,Chandigarh,No
CUST100366,37,Female,Chennai,Yes
CUST100367,31,Female,Noida,No
CUST100368,18,Male,Mumbai,No
CUST100369,50,Male,Hyderabad,Yes
CUST100370,32,Male,Chandigarh,No
CUST100371,45,Female,Pune,No
CUST100372,35,Female,Surat,Yes
CUST100373,33,Male,Delhi,No
CUST100374,55,Male,Mumbai,No
CUST100377,49,Female,Delhi,No
CUST100378,33,Female,Kolkata,No
CUST100379,29,Male,Kolkata,No
CUST100381,57,Male,Chennai,No
CUST100382,57,Female,Delhi,Yes
CUST100383,28,Male,Jaipur,Yes
CUST100384,19,Female,Delhi,Yes
CUST100385,23,Female,Nagpur,No
CUST100387,52,Female,Kolkata,No
CUST100388,55,Female,Kochi,No
CUST100389,24,Male,Pune,No
CUST100390,49,Male,Pune,No
CUST100392,33,Male,Mumbai,No
CUST100393,43,Male,Jaipur,No
CUST100394,48,Male,Nagpur,Yes
CUST100395,54,Female,Visakhapatnam,No
CUST100397,26,Male,Hyderabad,No
CUST100398,29,Female,Noida,No
CUST100399,31,Female,Pune,No
CUST100400,59,Female,Bangalore,No
CUST100403,58,Female,Kolkata,No
CUST100404,38,Male,Mumbai,No
CUST100405,39,Female,Delhi,No
CUST100406,36,Male,Delhi,Yes
CUST100407,24,Male,Patna,No
CUST100408,57,Male,Delhi,No
CUST100409,18,Female,Delhi,No
CUST100411,27,Male,Bangalore,No
CUST100413,23,Male,Kochi,Yes
CUST100415,46,Female,Chennai,No
CUST100416,58,Male,Chennai,No
CUST100417,23,Male,Delhi,No
CUST100420,56,Female,Mumbai,Yes
CUST100421,47,Male,Pune,No
CUST100422,50,Male,Mumbai,No
CUST100423,42,Male,Mumbai,No
CUST100424,35,Male,Kolkata,No
CUST100425,26,Male,Chennai,No
CUST100426,54,Female,Mumbai,No
CUST100427,51,Male,Delhi,Yes
CUST100430,21,Male,Gurgaon,Yes
CUST100431,49,Male,Patna,Yes
CUST100432,52,Male,Chennai,No
CUST100433,23,Male,Chennai,No
CUST100434,36,Male,Lucknow,No
CUST100436,41,Female,Bangalore,No
CUST100437,56,Male,Mumbai,No
CUST100439,34,Female,Pune,Yes
CUST100440,58,Male,Mumbai,No
CUST100441,30,Female,Hyderabad,Yes
CUST100442,23,Female,Hyderabad,No
CUST100443,38,Female,Bangalore,No
CUST100444,39,Female,Kolkata,No
CUST100446,31,Male,Kolkata,No
CUST100448,39,Male,Mumbai,Yes
CUST100449,30,Male,Indore,No
CUST100450,58,Female,Kolkata,No
CUST100451,56,Male,Delhi,Yes
CUST100453,19,Female,Indore,No
CUST100454,43,Male,Noida,Yes
CUST100455,41,Male,Nagpur,Yes
CUST100456,24,Female,Pune,No
CUST100457,44,Male,Chennai,No
CUST100458,53,Male,Chennai,No
CUST100459,22,Male,Bangalore,No
CUST100460,48,Female,Ahmedabad,No
CUST100461,23,Male,Pune,No
CUST100462,49,Male,Mumbai,No
CUST100464,18,Male,Chennai,No
CUST100465,58,Female,Delhi,No
CUST100468,25,Male,Patna,No
CUST100469,57,Male,Kolkata,No
CUST100471,51,Male,Nagpur,No
CUST100472,36,Male,Indore,No
CUST100473,37,Female,Nagpur,Yes
CUST100474,44,Male,Chennai,Yes
CUST100475,50,Female,Noida,Yes
CUST100478,45,Male,Mumbai,Yes
CUST100479,22,Male,Chandigarh,No
CUST100480,30,Male,Bhubaneswar,Yes
CUST100481,52,Male,Hyderabad,Yes
CUST100482,28,Female,Visakhapatnam,No
CUST100483,51,Male,Chennai,No
CUST100484,37,Female,Bangalore,No
CUST100485,27,Male,Mumbai,No
CUST100486,32,Male,Gurgaon,No
CUST100487,40,Male,Pune,Yes
CUST100488,50,Female,Hyderabad,No
CUST100489,43,Male,Pune,No
CUST100490,57,Male,Hyderabad,Yes
CUST100491,54,Female,Chennai,No
CUST100492,49,Female,Nagpur,No
CUST100493,43,Male,Jaipur,No
CUST100494,30,Female,Noida,No
CUST100495,35,Male,Pune,No
CUST100496,22,Male,Visakhapatnam,Yes
CUST100497,33,Male,Bangalore,No
CUST100498,56,Male,Bangalore,No
CUST100499,35,Male,Mumbai,Yes
CUST100500,22,Female,Pune,Yes
CUST100502,58,Female,Chandigarh,Yes
CUST100503,54,Female,Hyderabad,No
CUST100504,29,Female,Delhi,No
CUST100505,37,Female,Ahmedabad,Yes
CUST100506,40,Female,Visakhapatnam,No
CUST100507,28,Female,Hyderabad,Yes
CUST100509,27,Male,Hyderabad,No
CUST100510,59,Male,Chennai,Yes
CUST100513,52,Female,Ahmedabad,No
CUST100514,58,Male,Hyderabad,No
CUST100515,22,Female,Chennai,No
CUST100516,55,Male,Delhi,No
CUST100517,20,Male,Patna,Yes
CUST100518,37,Male,Chennai,No
CUST100519,42,Male,Hyderabad,Yes
CUST100520,33,Male,Delhi,No
CUST100521,24,Male,Ahmedabad,No
CUST100522,26,Male,Nagpur,No
CUST100523,52,Male,Delhi,No
CUST100524,31,Male,Mumbai,Yes
CUST100527,24,Male,Patna,No
CUST100531,24,Female,Chandigarh,Yes
CUST100532,24,Female,Bangalore,Yes
CUST100533,29,Female,Mumbai,No
CUST100534,42,Male,Hyderabad,No
CUST100535,24,Female,Gurgaon,Yes
CUST100536,37,Male,Lucknow,Yes
CUST100538,40,Female,Surat,Yes
CUST100539,18,Female,Hyderabad,Yes
CUST100540,47,Female,Hyderabad,Yes
CUST100541,20,Male,Delhi,Yes
CUST100542,26,Female,Nagpur,Yes
CUST100543,25,Female,Pune,No
CUST100547,42,Female,Noida,No
CUST100548,39,Female,Jaipur,No
CUST100549,46,Male,Bangalore,No
CUST100550,51,Female,Kochi,No
CUST100551,34,Male,Noida,No
CUST100552,52,Female,Ahmedabad,No
CUST100553,31,Female,Ahmedabad,No
CUST100554,59,Female,Kochi,No
CUST100555,39,Female,Patna,Yes
CUST100557,54,Male,Chennai,No
CUST100558,51,Male,Chennai,Yes
CUST100559,53,Male,Indore,No
CUST100560,40,Male,Ahmedabad,Yes
CUST100561,19,Male,Delhi,Yes
CUST100562,38,Male,Mumbai,No
CUST100563,25,Male,Kochi,Yes
CUST100565,27,Male,Bhubaneswar,No
CUST100566,27,Female,Chennai,No
CUST100567,28,Male,Gurgaon,No
CUST100569,41,Male,Hyderabad,No
CUST100570,57,Male,Mumbai,No
CUST100571,35,Male,Visakhapatnam,No
CUST100572,29,Male,Delhi,No
CUST100573,20,Male,Pune,No
CUST100574,18,Male,Ahmedabad,No
CUST100575,33,Female,Jaipur,No
CUST100577,39,Female,Chandigarh,Yes
CUST100578,55,Male,Bangalore,No
CUST100579,22,Female,Indore,Yes
CUST100582,22,Female,Gurgaon,No
CUST100584,34,Female,Bangalore,No
CUST100585,56,Male,Gurgaon,No
CUST100586,46,Female,Delhi,Yes
CUST100587,22,Female,Bangalore,No
CUST100589,53,Female,Patna,No
CUST100590,51,Male,Pune,No
CUST100592,28,Female,Visakhapatnam,No
CUST100593,59,Male,Kolkata,No
CUST100595,51,Female,Chennai,No
CUST100596,42,Male,Hyderabad,No
CUST100597,50,Male,Hyderabad,No
CUST100599,44,Female,Delhi,No
CUST100600,43,Male,Jaipur,No
CUST100601,50,Female,Bangalore,Yes
CUST100602,49,Female,Chennai,Yes
CUST100603,23,Male,Mumbai,No
CUST100604,52,Male,Pune,No
CUST100605,40,Female,Chandigarh,No
CUST100606,31,Female,Hyderabad,Yes
CUST100607,39,Male,Mumbai,No
CUST100608,58,Male,Bangalore,Yes
CUST100609,54,Male,Indore,Yes
CUST100610,53,Female,Bangalore,Yes
CUST100611,37,Male,Gurgaon,No
CUST100612,50,Female,Hyderabad,No
CUST100613,34,Male,Bangalore,Yes
CUST100614,46,Female,Chandigarh,Yes
CUST100616,28,Male,Delhi,No
CUST100617,29,Female,Bhubaneswar,No
CUST100618,20,Female,Mumbai,Yes
CUST100619,23,Male,Hyderabad,No
CUST100620,36,Male,Chennai,No
CUST100621,38,Male,Kolkata,No
CUST100622,24,Male,Gurgaon,Yes
CUST100623,35,Male,Delhi,No
CUST100624,43,Female,Patna,No
CUST100625,27,Male,Ahmedabad,Yes
CUST100626,32,Female,Bhubaneswar,Yes
CUST100627,33,Male,Indore,No
CUST100628,39,Male,Patna,No
CUST100629,33,Female,Pune,No
CUST100630,48,Male,Hyderabad,No
CUST100631,31,Female,Chennai,No
CUST100633,33,Female,Chennai,No
CUST100635,46,Female,Mumbai,No
CUST100636,27,Male,Surat,Yes
CUST100639,57,Female,Mumbai,Yes
CUST100641,56,Male,Indore,No
CUST100643,38,Male,Chandigarh,Yes
CUST100644,50,Male,Bhubaneswar,No
CUST100645,31,Male,Hyderabad,No
CUST100646,37,Male,Indore,No
CUST100647,40,Female,Hyderabad,Yes
CUST100648,58,Male,Kolkata,No
CUST100649,53,Male,Chennai,No
CUST100650,38,Female,Delhi,No
CUST100651,45,Female,Pune,No
CUST100652,26,Male,Noida,No
CUST100653,51,Female,Mumbai,Yes
CUST100654,41,Female,Patna,No
CUST100656,50,Female,Mumbai,Yes
CUST100658,21,Male,Bangalore,No
CUST100659,30,Male,Delhi,No
CUST100661,48,Female,Mumbai,Yes
CUST100662,19,Male,Mumbai,No
CUST100664,43,Female,Delhi,Yes
CUST100665,47,Male,Indore,No
CUST100668,56,Female,Kolkata,No
CUST100669,23,Female,Mumbai,No
CUST100671,43,Female,Delhi,No
CUST100672,44,Female,Bhubaneswar,No
CUST100674,44,Female,Jaipur,Yes
CUST100675,48,Male,Mumbai,No
CUST100676,42,Female,Bangalore,No
CUST100677,21,Male,Kolkata,No
CUST100678,39,Female,Pune,No
CUST100679,57,Female,Visakhapatnam,No
CUST100680,48,Male,Delhi,Yes
CUST100681,23,Male,Delhi,No
CUST100682,58,Male,Hyderabad,No
CUST100683,58,Female,Chennai,No
CUST100684,25,Male,Nagpur,Yes
CUST100685,51,Male,Kochi,Yes
CUST100686,35,Female,Nagpur,No
CUST100687,42,Female,Mumbai,Yes
CUST100689,50,Male,Noida,No
CUST100692,57,Female,Bangalore,Yes
CUST100693,57,Male,Hyderabad,Yes
CUST100694,21,Male,Nagpur,No
CUST100695,28,Male,Bangalore,No
CUST100696,48,Female,Bhubaneswar,Yes
CUST100698,20,Male,Delhi,Yes
CUST100699,21,Female,Bangalore,Yes
CUST100700,39,Female,Mumbai,Yes
CUST100701,43,Female,Kolkata,No
CUST100702,25,Male,Mumbai,Yes
CUST100704,23,Male,Nagpur,No
CUST100705,41,Male,Chennai,No
CUST100706,18,Female,Mumbai,Yes
CUST100707,42,Male,Chennai,Yes
CUST100709,37,Female,Pune,No
CUST100710,46,Female,Mumbai,No
CUST100711,39,Male,Kolkata,Yes
CUST100713,50,Male,Hyderabad,No
CUST100714,56,Male,Mumbai,Yes
CUST100715,51,Male,Visakhapatnam,Yes
CUST100716,39,Male,Mumbai,Yes
CUST100719,43,Female,Pune,Yes
CUST100721,57,Male,Bangalore,No
CUST100722,53,Male,Chennai,No
CUST100723,23,Male,Jaipur,No
CUST100724,51,Male,Hyderabad,No
CUST100725,22,Female,Patna,No
CUST100726,48,Male,Hyderabad,No
CUST100727,21,Male,Bangalore,No
CUST100728,38,Female,Bhubaneswar,Yes
CUST100729,45,Male,Indore,No
CUST100731,35,Male,Surat,No
CUST100732,56,Female,Kolkata,No
CUST100733,50,Male,Hyderabad,No
CUST100734,26,Male,Surat,No
CUST100735,46,Female,Noida,Yes
CUST100736,48,Female,Hyderabad,No
CUST100737,32,Male,Pune,No
CUST100739,55,Male,Delhi,No
CUST100740,52,Male,Bhubaneswar,Yes
CUST100742,44,Female,Pune,Yes
CUST100745,33,Male,Hyderabad,No
CUST100746,40,Female,Visakhapatnam,No
CUST100748,31,Male,Jaipur,No
CUST100749,24,Male,Kolkata,No
CUST100750,58,Male,Hyderabad,No
CUST100751,24,Female,Delhi,No
CUST100752,21,Male,Hyderabad,No
CUST100753,57,Female,Mumbai,No
CUST100754,41,Male,Jaipur,Yes
CUST100756,48,Male,Hyderabad,Yes
CUST100757,34,Male,Hyderabad,Yes
CUST100758,23,Female,Jaipur,No
CUST100759,48,Male,Mumbai,Yes
CUST100760,25,Female,Patna,No
CUST100761,41,Male,Chennai,Yes
CUST100762,57,Male,Mumbai,Yes
CUST100763,57,Female,Mumbai,No
CUST100764,33,Female,Patna,No
CUST100766,43,Male,Jaipur,No
CUST100768,23,Male,Bangalore,No
CUST100770,45,Male,Mumbai,Yes
CUST100772,18,Male,Kolkata,No
CUST100773,48,Male,Nagpur,No
CUST100774,53,Male,Hyderabad,No
CUST100775,57,Male,Mumbai,Yes
CUST100777,22,Female,Jaipur,No
CUST100778,29,Male,Surat,No
CUST100779,53,Female,Noida,Yes
CUST100780,54,Female,Lucknow,No
CUST100781,44,Male,Chennai,Yes
CUST100782,23,Male,Hyderabad,No
CUST100783,23,Male,Chandigarh,Yes
CUST100784,38,Male,Chandigarh,No
CUST100786,19,Female,Pune,No
CUST100787,46,Male,Hyderabad,No
CUST100788,40,Female,Kolkata,No
CUST100789,18,Male,Pune,No
CUST100793,52,Male,Delhi,No
CUST100794,36,Female,Pune,No
CUST100795,30,Female,Ahmedabad,No
CUST100796,58,Male,Patna,No
CUST100797,37,Male,Chennai,No
CUST100798,31,Male,Pune,Yes
CUST100799,36,Female,Kolkata,No
CUST100800,18,Female,Kolkata,Yes
CUST100801,30,Female,Delhi,Yes
CUST100802,39,Female,Kochi,Yes
CUST100803,56,Female,Kochi,Yes
CUST100805,50,Male,Pune,No
CUST100807,22,Male,Pune,No
CUST100808,34,Male,Chennai,No
CUST100810,19,Female,Delhi,No
CUST100811,54,Female,Lucknow,No
CUST100814,50,Male,Pune,No
CUST100815,53,Male,Bangalore,Yes
CUST100816,19,Male,Chennai,No
CUST100818,45,Male,Pune,No
CUST100819,59,Female,Delhi,No
CUST100820,19,Male,Chennai,No
CUST100822,23,Female,Ahmedabad,No
CUST100823,45,Male,Pune,No
CUST100824,44,Female,Delhi,No
CUST100826,46,Male,Chandigarh,No
CUST100827,55,Female,Noida,No
CUST100828,54,Female,Delhi,Yes
CUST100829,19,Female,Hyderabad,No
CUST100830,28,Female,Chennai,Yes
CUST100831,28,Female,Mumbai,No
CUST100832,37,Female,Chennai,Yes
CUST100834,53,Female,Mumbai,No
CUST100835,50,Female,Jaipur,Yes
CUST100836,51,Female,Bangalore,No
CUST100837,26,Female,Lucknow,No
CUST100838,18,Male,Delhi,Yes
CUST100839,56,Female,Pune,No
CUST100840,30,Female,Chennai,Yes
CUST100841,45,Male,Gurgaon,Yes
CUST100842,56,Male,Gurgaon,Yes
CUST100843,19,Female,Chennai,No
CUST100844,18,Male,Pune,No
CUST100845,18,Female,Bangalore,No
CUST100847,20,Male,Delhi,No
CUST100848,52,Female,Chennai,No
CUST100849,43,Female,Bangalore,No
CUST100850,59,Female,Nagpur,No
CUST100851,51,Female,Chennai,Yes
CUST100852,58,Female,Pune,Yes
CUST100854,30,Female,Hyderabad,No
CUST100855,53,Female,Bangalore,Yes
CUST100856,28,Female,Kochi,No
CUST100857,20,Male,Gurgaon,No
CUST100858,46,Male,Mumbai,Yes
CUST100859,51,Female,Noida,Yes
CUST100860,58,Female,Chennai,Yes
CUST100861,56,Female,Delhi,No
CUST100862,23,Male,Kolkata,No
CUST100863,50,Female,Mumbai,No
CUST100864,53,Male,Bangalore,Yes
CUST100866,52,Female,Bangalore,Yes
CUST100867,53,Female,Kochi,No
CUST100868,36,Female,Ahmedabad,No
CUST100869,19,Male,Surat,No
CUST100870,37,Male,Pune,No
CUST100871,26,Female,Nagpur,No
CUST100872,22,Female,Chennai,Yes
CUST100873,23,Male,Pune,No
CUST100874,47,Male,Kolkata,Yes
CUST100875,39,Male,Kochi,Yes
CUST100877,49,Male,Pune,No
CUST100878,41,Male,Noida,Yes
CUST100879,44,Female,Chennai,No
CUST100880,21,Male,Nagpur,No
CUST100883,24,Male,Pune,Yes
CUST100886,20,Female,Delhi,Yes
CUST100888,18,Male,Noida,No
CUST100889,29,Female,Kochi,Yes
CUST100890,22,Female,Pune,No
CUST100892,39,Male,Kolkata,No
CUST100893,59,Female,Surat,Yes
CUST100895,43,Female,Hyderabad,Yes
CUST100897,20,Male,Kochi,Yes
CUST100898,20,Female,Surat,Yes
CUST100899,43,Male,Delhi,Yes
CUST100900,18,Male,Indore,Yes
CUST100901,19,Female,Mumbai,No
CUST100903,55,Female,Noida,No
CUST100904,37,Male,Kolkata,No
CUST100905,47,Male,Chennai,Yes
CUST100907,25,Female,Surat,No
CUST100908,33,Female,Delhi,No
CUST100909,21,Female,Pune,Yes
CUST100910,50,Male,Noida,No
CUST100911,25,Male,Pune,No
CUST100913,59,Male,Jaipur,No
CUST100914,42,Male,Mumbai,No
CUST100915,37,Female,Bangalore,Yes
CUST100916,40,Male,Indore,No
